agegroup,Cases_Male,Active_Cases,Cases,Daily_Recovered,Date,Sex,Cases_Female
0-9,0,0,0,0,1/25/2020,Female,0
0-9,0,0,0,0,1/25/2020,Male,0
0-9,0,0,0,0,1/26/2020,Female,0
0-9,0,0,0,0,1/26/2020,Male,0
0-9,0,0,0,0,1/27/2020,Female,0
0-9,0,0,0,0,1/27/2020,Male,0
0-9,0,0,0,0,1/28/2020,Female,0
0-9,0,0,0,0,1/28/2020,Male,0
0-9,0,0,0,0,1/29/2020,Female,0
0-9,0,0,0,0,1/29/2020,Male,0
0-9,0,0,0,0,1/30/2020,Female,0
0-9,0,0,0,0,1/30/2020,Male,0
0-9,0,0,0,0,1/31/2020,Female,0
0-9,0,0,0,0,1/31/2020,Male,0
0-9,0,0,0,0,2/1/2020,Female,0
0-9,0,0,0,0,2/1/2020,Male,0
0-9,0,0,0,0,2/2/2020,Female,0
0-9,0,0,0,0,2/2/2020,Male,0
0-9,0,0,0,0,2/3/2020,Female,0
0-9,0,0,0,0,2/3/2020,Male,0
0-9,0,0,0,0,2/4/2020,Female,0
0-9,0,0,0,0,2/4/2020,Male,0
0-9,0,0,0,0,2/5/2020,Female,0
0-9,0,0,0,0,2/5/2020,Male,0
0-9,0,0,0,0,2/6/2020,Female,0
0-9,0,0,0,0,2/6/2020,Male,0
0-9,0,0,0,0,2/7/2020,Female,0
0-9,0,0,0,0,2/7/2020,Male,0
0-9,0,0,0,0,2/8/2020,Female,0
0-9,0,0,0,0,2/8/2020,Male,0
0-9,0,0,0,0,2/9/2020,Female,0
0-9,0,0,0,0,2/9/2020,Male,0
0-9,0,0,0,0,2/10/2020,Female,0
0-9,0,0,0,0,2/10/2020,Male,0
0-9,0,0,0,0,2/11/2020,Female,0
0-9,0,0,0,0,2/11/2020,Male,0
0-9,0,0,0,0,2/12/2020,Female,0
0-9,0,0,0,0,2/12/2020,Male,0
0-9,0,0,0,0,2/13/2020,Female,0
0-9,0,0,0,0,2/13/2020,Male,0
0-9,0,0,0,0,2/14/2020,Female,0
0-9,0,0,0,0,2/14/2020,Male,0
0-9,0,0,0,0,2/15/2020,Female,0
0-9,0,0,0,0,2/15/2020,Male,0
0-9,0,0,0,0,2/16/2020,Female,0
0-9,0,0,0,0,2/16/2020,Male,0
0-9,0,0,0,0,2/17/2020,Female,0
0-9,0,0,0,0,2/17/2020,Male,0
0-9,0,0,0,0,2/18/2020,Female,0
0-9,0,0,0,0,2/18/2020,Male,0
0-9,0,0,0,0,2/19/2020,Female,0
0-9,0,0,0,0,2/19/2020,Male,0
0-9,0,0,0,0,2/20/2020,Female,0
0-9,0,0,0,0,2/20/2020,Male,0
0-9,0,0,0,0,2/21/2020,Female,0
0-9,0,0,0,0,2/21/2020,Male,0
0-9,0,0,0,0,2/22/2020,Female,0
0-9,0,0,0,0,2/22/2020,Male,0
0-9,0,0,0,0,2/23/2020,Female,0
0-9,0,0,0,0,2/23/2020,Male,0
0-9,0,0,0,0,2/24/2020,Female,0
0-9,0,0,0,0,2/24/2020,Male,0
0-9,0,0,0,0,2/25/2020,Female,0
0-9,0,0,0,0,2/25/2020,Male,0
0-9,0,0,0,0,2/26/2020,Female,0
0-9,0,0,0,0,2/26/2020,Male,0
0-9,0,0,0,0,2/27/2020,Female,0
0-9,0,0,0,0,2/28/2020,Female,0
0-9,0,0,0,0,2/29/2020,Female,0
0-9,0,0,0,0,3/1/2020,Female,0
0-9,0,0,0,0,3/2/2020,Female,0
0-9,0,0,0,0,3/3/2020,Female,0
0-9,0,0,0,0,3/4/2020,Female,0
0-9,0,0,0,0,3/5/2020,Female,0
0-9,0,0,0,0,3/6/2020,Female,0
0-9,0,0,0,0,3/7/2020,Female,0
0-9,0,0,0,0,3/8/2020,Female,0
0-9,0,0,0,0,3/9/2020,Female,0
0-9,0,0,0,0,3/10/2020,Female,0
0-9,0,0,0,0,3/11/2020,Female,0
0-9,0,0,0,0,3/12/2020,Female,0
0-9,0,0,0,0,3/13/2020,Female,0
0-9,0,0,0,0,3/14/2020,Female,0
0-9,0,0,0,0,3/15/2020,Female,0
0-9,0,0,0,0,3/16/2020,Female,0
0-9,0,0,0,0,3/17/2020,Female,0
0-9,0,0,0,0,3/18/2020,Female,0
0-9,0,0,0,0,3/19/2020,Female,0
0-9,0,0,0,0,3/20/2020,Female,0
0-9,0,0,0,0,3/21/2020,Female,0
0-9,0,0,0,0,3/22/2020,Female,0
0-9,0,1,1,,3/23/2020,Female,1
0-9,0,1,,,3/24/2020,Female,
0-9,0,1,,,3/25/2020,Female,
0-9,0,1,,,3/26/2020,Female,
0-9,0,1,,,3/27/2020,Female,
0-9,0,1,,,3/28/2020,Female,
0-9,0,1,,,3/29/2020,Female,
0-9,0,4,3,,3/30/2020,Female,3
0-9,0,3,,1,3/31/2020,Female,
0-9,0,3,,,4/1/2020,Female,
0-9,0,5,2,,4/2/2020,Female,2
0-9,0,5,,,4/3/2020,Female,
0-9,0,6,2,1,4/4/2020,Female,2
0-9,0,6,,,4/5/2020,Female,
0-9,0,6,,,4/6/2020,Female,
0-9,0,5,,1,4/7/2020,Female,
0-9,0,6,1,,4/8/2020,Female,1
0-9,0,6,,,4/9/2020,Female,
0-9,0,6,,,4/10/2020,Female,
0-9,0,6,,,4/11/2020,Female,
0-9,0,4,,2,4/12/2020,Female,
0-9,0,2,1,3,4/13/2020,Female,1
0-9,0,2,,,4/14/2020,Female,
0-9,0,2,,,4/15/2020,Female,
0-9,0,2,,,4/16/2020,Female,
0-9,0,,,2,4/17/2020,Female,
0-9,0,0,0,0,4/18/2020,Female,0
0-9,0,0,0,0,4/19/2020,Female,0
0-9,0,0,0,0,4/20/2020,Female,0
0-9,0,0,0,0,4/21/2020,Female,0
0-9,0,0,0,0,4/22/2020,Female,0
0-9,0,1,1,,4/23/2020,Female,1
0-9,0,1,,,4/24/2020,Female,
0-9,0,1,,,4/25/2020,Female,
0-9,0,1,,,4/26/2020,Female,
0-9,0,1,,,4/27/2020,Female,
0-9,0,1,,,4/28/2020,Female,
0-9,0,1,,,4/29/2020,Female,
0-9,0,,,1,4/30/2020,Female,
0-9,0,0,0,0,5/1/2020,Female,0
0-9,0,0,0,0,5/2/2020,Female,0
0-9,0,0,0,0,5/3/2020,Female,0
0-9,0,0,0,0,5/4/2020,Female,0
0-9,0,0,0,0,5/5/2020,Female,0
0-9,0,0,0,0,5/6/2020,Female,0
0-9,0,1,1,,5/7/2020,Female,1
0-9,0,2,1,,5/8/2020,Female,1
0-9,0,2,,,5/9/2020,Female,
0-9,0,2,,,5/10/2020,Female,
0-9,0,2,,,5/11/2020,Female,
0-9,0,2,,,5/12/2020,Female,
0-9,0,3,1,,5/13/2020,Female,1
0-9,0,3,1,1,5/14/2020,Female,1
0-9,0,2,,1,5/15/2020,Female,
0-9,0,2,,,5/16/2020,Female,
0-9,0,3,1,,5/17/2020,Female,1
0-9,0,3,1,1,5/18/2020,Female,1
0-9,0,3,,,5/19/2020,Female,
0-9,0,2,,1,5/20/2020,Female,
0-9,0,2,,,5/21/2020,Female,
0-9,0,2,,,5/22/2020,Female,
0-9,0,,,2,5/23/2020,Female,
0-9,0,0,0,0,5/24/2020,Female,0
0-9,0,0,0,0,5/25/2020,Female,0
0-9,0,1,1,,5/26/2020,Female,1
0-9,0,2,1,,5/27/2020,Female,1
0-9,0,2,,,5/28/2020,Female,
0-9,0,2,,,5/29/2020,Female,
0-9,0,4,2,,5/30/2020,Female,2
0-9,0,5,1,,5/31/2020,Female,1
0-9,0,5,,,6/1/2020,Female,
0-9,0,4,,1,6/2/2020,Female,
0-9,0,3,,1,6/3/2020,Female,
0-9,0,3,,,6/4/2020,Female,
0-9,0,3,,,6/5/2020,Female,
0-9,0,3,,,6/6/2020,Female,
0-9,0,3,,,6/7/2020,Female,
0-9,0,1,,2,6/8/2020,Female,
0-9,0,1,,,6/9/2020,Female,
0-9,0,1,,,6/10/2020,Female,
0-9,0,1,1,1,6/11/2020,Female,1
0-9,0,1,,,6/12/2020,Female,
0-9,0,1,,,6/13/2020,Female,
0-9,0,3,2,,6/14/2020,Female,2
0-9,0,4,1,,6/15/2020,Female,1
0-9,0,4,,,6/16/2020,Female,
0-9,0,4,1,1,6/17/2020,Female,1
0-9,0,5,1,,6/18/2020,Female,1
0-9,0,5,,,6/19/2020,Female,
0-9,0,6,1,,6/20/2020,Female,1
0-9,0,5,,1,6/21/2020,Female,
0-9,0,6,1,,6/22/2020,Female,1
0-9,0,6,1,1,6/23/2020,Female,1
0-9,0,9,3,,6/24/2020,Female,3
0-9,0,8,,1,6/25/2020,Female,
0-9,0,13,5,,6/26/2020,Female,5
0-9,0,14,2,1,6/27/2020,Female,2
0-9,0,15,3,2,6/28/2020,Female,3
0-9,0,16,2,1,6/29/2020,Female,2
0-9,0,17,3,2,6/30/2020,Female,3
0-9,0,18,2,1,7/1/2020,Female,2
0-9,0,20,4,2,7/2/2020,Female,4
0-9,0,28,9,1,7/3/2020,Female,9
0-9,0,25,1,4,7/4/2020,Female,1
0-9,0,27,2,,7/5/2020,Female,2
0-9,0,35,9,1,7/6/2020,Female,9
0-9,0,35,,,7/7/2020,Female,
0-9,0,34,1,2,7/8/2020,Female,1
0-9,0,36,6,4,7/9/2020,Female,6
0-9,0,44,14,6,7/10/2020,Female,14
0-9,0,47,6,3,7/11/2020,Female,6
0-9,0,49,6,4,7/12/2020,Female,6
0-9,0,49,4,4,7/13/2020,Female,4
0-9,0,52,4,1,7/14/2020,Female,4
0-9,0,52,5,5,7/15/2020,Female,5
0-9,0,63,12,1,7/16/2020,Female,12
0-9,0,64,6,5,7/17/2020,Female,6
0-9,0,64,8,8,7/18/2020,Female,8
0-9,0,71,13,6,7/19/2020,Female,13
0-9,0,80,10,1,7/20/2020,Female,10
0-9,0,84,7,3,7/21/2020,Female,7
0-9,0,87,8,5,7/22/2020,Female,8
0-9,0,88,8,7,7/23/2020,Female,8
0-9,0,94,8,2,7/24/2020,Female,8
0-9,0,97,6,3,7/25/2020,Female,6
0-9,0,101,9,5,7/26/2020,Female,9
0-9,0,106,9,4,7/27/2020,Female,9
0-9,0,103,7,10,7/28/2020,Female,7
0-9,0,111,17,9,7/29/2020,Female,17
0-9,0,114,13,10,7/30/2020,Female,13
0-9,0,118,9,5,7/31/2020,Female,9
0-9,0,124,16,10,8/1/2020,Female,16
0-9,0,130,11,5,8/2/2020,Female,11
0-9,0,133,10,7,8/3/2020,Female,10
0-9,0,140,12,5,8/4/2020,Female,12
0-9,0,135,6,11,8/5/2020,Female,6
0-9,0,144,17,8,8/6/2020,Female,17
0-9,0,145,13,12,8/7/2020,Female,13
0-9,0,142,7,10,8/8/2020,Female,7
0-9,0,144,8,6,8/9/2020,Female,8
0-9,0,147,12,9,8/10/2020,Female,12
0-9,0,156,17,8,8/11/2020,Female,17
0-9,0,153,11,14,8/12/2020,Female,11
0-9,0,150,11,14,8/13/2020,Female,11
0-9,0,151,13,12,8/14/2020,Female,13
0-9,0,143,7,15,8/15/2020,Female,7
0-9,0,126,3,20,8/16/2020,Female,3
0-9,0,129,12,9,8/17/2020,Female,12
0-9,0,121,6,14,8/18/2020,Female,6
0-9,0,112,5,14,8/19/2020,Female,5
0-9,0,97,12,27,8/20/2020,Female,12
0-9,0,92,8,13,8/21/2020,Female,8
0-9,0,92,13,13,8/22/2020,Female,13
0-9,0,82,2,12,8/23/2020,Female,2
0-9,0,79,2,5,8/24/2020,Female,2
0-9,0,71,8,16,8/25/2020,Female,8
0-9,0,64,2,9,8/26/2020,Female,2
0-9,0,58,3,9,8/27/2020,Female,3
0-9,0,52,,6,8/28/2020,Female,
0-9,0,51,7,8,8/29/2020,Female,7
0-9,0,38,1,14,8/30/2020,Female,1
0-9,0,36,1,3,8/31/2020,Female,1
0-9,0,38,3,1,9/1/2020,Female,3
0-9,0,36,3,5,9/2/2020,Female,3
0-9,0,33,4,7,9/3/2020,Female,4
0-9,0,28,,5,9/4/2020,Female,
0-9,0,30,6,4,9/5/2020,Female,6
0-9,0,28,1,3,9/6/2020,Female,1
0-9,0,28,,,9/7/2020,Female,
0-9,0,22,,6,9/8/2020,Female,
0-9,0,23,1,,9/9/2020,Female,1
0-9,0,18,,5,9/10/2020,Female,
0-9,0,19,2,1,9/11/2020,Female,2
0-9,0,16,2,5,9/12/2020,Female,2
0-9,0,16,4,4,9/13/2020,Female,4
0-9,0,16,2,2,9/14/2020,Female,2
0-9,0,13,,3,9/15/2020,Female,
0-9,0,13,,,9/16/2020,Female,
0-9,0,13,,,9/17/2020,Female,
0-9,0,12,,1,9/18/2020,Female,
0-9,0,10,,2,9/19/2020,Female,
0-9,0,9,,1,9/20/2020,Female,
0-9,0,6,,3,9/21/2020,Female,
0-9,0,5,,1,9/22/2020,Female,
0-9,0,3,,2,9/23/2020,Female,
0-9,0,3,,,9/24/2020,Female,
0-9,0,3,1,1,9/25/2020,Female,1
0-9,0,6,3,,9/26/2020,Female,3
0-9,0,4,,2,9/27/2020,Female,
0-9,0,4,,,9/28/2020,Female,
0-9,0,3,,1,9/29/2020,Female,
0-9,0,6,3,,9/30/2020,Female,3
0-9,0,6,,,10/1/2020,Female,
0-9,0,6,,,10/2/2020,Female,
0-9,0,6,,,10/3/2020,Female,
0-9,0,5,1,2,10/4/2020,Female,1
0-9,0,6,1,,10/5/2020,Female,1
0-9,0,6,,,10/6/2020,Female,
0-9,0,7,1,,10/7/2020,Female,1
0-9,0,7,,,10/8/2020,Female,
0-9,0,5,1,3,10/9/2020,Female,1
0-9,0,7,2,,10/10/2020,Female,2
0-9,0,7,,,10/11/2020,Female,
0-9,0,7,1,1,10/12/2020,Female,1
0-9,0,6,,1,10/13/2020,Female,
0-9,0,7,2,1,10/14/2020,Female,2
0-9,0,7,,,10/15/2020,Female,
0-9,0,6,,1,10/16/2020,Female,
0-9,0,7,1,,10/17/2020,Female,1
0-9,0,5,,2,10/18/2020,Female,
0-9,0,5,,,10/19/2020,Female,
0-9,0,6,1,,10/20/2020,Female,1
0-9,0,5,1,2,10/21/2020,Female,1
0-9,0,5,,,10/22/2020,Female,
0-9,0,4,,1,10/23/2020,Female,
0-9,0,5,2,1,10/24/2020,Female,2
0-9,0,5,,,10/25/2020,Female,
0-9,0,5,,,10/26/2020,Female,
0-9,0,4,,1,10/27/2020,Female,
0-9,0,4,1,1,10/28/2020,Female,1
0-9,0,4,,,10/29/2020,Female,
0-9,0,3,,1,10/30/2020,Female,
0-9,0,3,,,10/31/2020,Female,
0-9,0,1,,2,11/1/2020,Female,
0-9,0,1,,,11/2/2020,Female,
0-9,0,,,1,11/3/2020,Female,
0-9,0,0,0,0,11/4/2020,Female,0
0-9,0,0,0,0,11/5/2020,Female,0
0-9,0,0,0,0,11/6/2020,Female,0
0-9,0,0,0,0,11/7/2020,Female,0
0-9,0,0,0,0,11/8/2020,Female,0
0-9,0,0,0,0,11/9/2020,Female,0
0-9,0,0,0,0,11/10/2020,Female,0
0-9,0,0,0,0,11/11/2020,Female,0
0-9,0,0,0,0,11/12/2020,Female,0
0-9,0,0,0,0,11/13/2020,Female,0
0-9,0,0,0,0,11/14/2020,Female,0
0-9,0,0,0,0,11/15/2020,Female,0
0-9,0,0,0,0,11/16/2020,Female,0
0-9,0,0,0,0,11/17/2020,Female,0
0-9,0,0,0,0,11/18/2020,Female,0
0-9,0,0,0,0,11/19/2020,Female,0
0-9,0,0,0,0,11/20/2020,Female,0
0-9,0,0,0,0,11/21/2020,Female,0
0-9,0,0,0,0,11/22/2020,Female,0
0-9,0,0,0,0,11/23/2020,Female,0
0-9,0,0,0,0,11/24/2020,Female,0
0-9,0,0,0,0,11/25/2020,Female,0
0-9,0,0,0,0,11/26/2020,Female,0
0-9,0,0,0,0,11/27/2020,Female,0
0-9,0,0,0,0,11/28/2020,Female,0
0-9,0,0,0,0,11/29/2020,Female,0
0-9,0,0,0,0,11/30/2020,Female,0
0-9,0,0,0,0,12/1/2020,Female,0
0-9,0,0,0,0,12/2/2020,Female,0
0-9,0,0,0,0,12/3/2020,Female,0
0-9,0,0,0,0,12/4/2020,Female,0
0-9,0,0,0,0,12/5/2020,Female,0
0-9,0,0,0,0,12/6/2020,Female,0
0-9,0,0,0,0,12/7/2020,Female,0
0-9,0,0,0,0,12/8/2020,Female,0
0-9,0,0,0,0,12/9/2020,Female,0
0-9,0,0,0,0,12/10/2020,Female,0
0-9,0,0,0,0,12/11/2020,Female,0
0-9,0,0,0,0,12/12/2020,Female,0
0-9,0,0,0,0,12/13/2020,Female,0
0-9,0,0,0,0,12/14/2020,Female,0
0-9,0,0,0,0,12/15/2020,Female,0
0-9,0,0,0,0,12/16/2020,Female,0
0-9,0,0,0,0,12/17/2020,Female,0
0-9,0,0,0,0,12/18/2020,Female,0
0-9,0,0,0,0,12/19/2020,Female,0
0-9,0,0,0,0,12/20/2020,Female,0
0-9,0,0,0,0,12/21/2020,Female,0
0-9,0,0,0,0,12/22/2020,Female,0
0-9,0,0,0,0,12/23/2020,Female,0
0-9,0,0,0,0,12/24/2020,Female,0
0-9,0,0,0,0,12/25/2020,Female,0
0-9,0,0,0,0,12/26/2020,Female,0
0-9,0,1,1,,12/27/2020,Female,1
0-9,0,1,,,12/28/2020,Female,
0-9,0,1,,,12/29/2020,Female,
0-9,0,1,,,12/30/2020,Female,
0-9,0,1,,,12/31/2020,Female,
0-9,0,1,,,1/1/2021,Female,
0-9,0,1,,,1/2/2021,Female,
0-9,0,1,,,1/3/2021,Female,
0-9,0,1,,,1/4/2021,Female,
0-9,0,1,,,1/5/2021,Female,
0-9,0,,,1,1/6/2021,Female,
0-9,0,0,0,0,1/7/2021,Female,0
0-9,0,0,0,0,1/8/2021,Female,0
0-9,0,0,0,0,1/9/2021,Female,0
0-9,0,0,0,0,1/10/2021,Female,0
0-9,0,0,0,0,1/11/2021,Female,0
0-9,0,0,0,0,1/12/2021,Female,0
0-9,0,0,0,0,1/13/2021,Female,0
0-9,0,0,0,0,1/14/2021,Female,0
0-9,0,0,0,0,1/15/2021,Female,0
0-9,0,1,1,,1/16/2021,Female,1
0-9,0,1,,,1/17/2021,Female,
0-9,0,1,,,1/18/2021,Female,
0-9,0,1,,,1/19/2021,Female,
0-9,0,1,,,1/20/2021,Female,
0-9,0,1,,,1/21/2021,Female,
0-9,0,1,,,1/22/2021,Female,
0-9,0,1,,,1/23/2021,Female,
0-9,0,2,1,,1/24/2021,Female,1
0-9,0,2,,,1/25/2021,Female,
0-9,0,2,,,1/26/2021,Female,
0-9,0,2,,,1/27/2021,Female,
0-9,0,2,,,1/28/2021,Female,
0-9,0,2,,,1/29/2021,Female,
0-9,0,1,,1,1/30/2021,Female,
0-9,0,1,,,1/31/2021,Female,
0-9,0,1,,,2/1/2021,Female,
0-9,0,1,,,2/2/2021,Female,
0-9,0,1,,,2/3/2021,Female,
0-9,0,2,1,,2/4/2021,Female,1
0-9,0,2,,,2/5/2021,Female,
0-9,0,2,,,2/6/2021,Female,
0-9,0,2,,,2/7/2021,Female,
0-9,0,1,,1,2/8/2021,Female,
0-9,0,1,,,2/9/2021,Female,
0-9,0,1,,,2/10/2021,Female,
0-9,0,1,,,2/11/2021,Female,
0-9,0,1,,,2/12/2021,Female,
0-9,0,1,,,2/13/2021,Female,
0-9,0,2,1,,2/14/2021,Female,1
0-9,0,3,1,,2/15/2021,Female,1
0-9,0,3,,,2/16/2021,Female,
0-9,0,2,,1,2/17/2021,Female,
0-9,0,2,,,2/18/2021,Female,
0-9,0,2,,,2/19/2021,Female,
0-9,0,2,,,2/20/2021,Female,
0-9,0,2,,,2/21/2021,Female,
0-9,0,2,,,2/22/2021,Female,
0-9,0,2,,,2/23/2021,Female,
0-9,0,2,,,2/24/2021,Female,
0-9,0,2,,,2/25/2021,Female,
0-9,0,2,,,2/26/2021,Female,
0-9,0,2,,,2/27/2021,Female,
0-9,0,,,2,2/28/2021,Female,
0-9,0,0,0,0,3/1/2021,Female,0
0-9,0,0,0,0,3/2/2021,Female,0
0-9,0,0,0,0,3/3/2021,Female,0
0-9,0,0,0,0,3/4/2021,Female,0
0-9,0,0,0,0,3/5/2021,Female,0
0-9,0,0,0,0,3/6/2021,Female,0
0-9,0,0,0,0,3/7/2021,Female,0
0-9,0,0,0,0,3/8/2021,Female,0
0-9,0,0,0,0,3/9/2021,Female,0
0-9,0,0,0,0,3/10/2021,Female,0
0-9,0,0,0,0,3/11/2021,Female,0
0-9,0,0,0,0,3/12/2021,Female,0
0-9,0,0,0,0,3/13/2021,Female,0
0-9,0,0,0,0,3/14/2021,Female,0
0-9,0,0,0,0,3/15/2021,Female,0
0-9,0,0,0,0,3/16/2021,Female,0
0-9,0,0,0,0,3/17/2021,Female,0
0-9,0,0,0,0,3/18/2021,Female,0
0-9,0,0,0,0,3/19/2021,Female,0
0-9,0,0,0,0,3/20/2021,Female,0
0-9,0,0,0,0,3/21/2021,Female,0
0-9,0,0,0,0,3/22/2021,Female,0
0-9,0,0,0,0,3/23/2021,Female,0
0-9,0,0,0,0,3/24/2021,Female,0
0-9,0,0,0,0,3/25/2021,Female,0
0-9,0,0,0,0,3/26/2021,Female,0
0-9,0,0,0,0,3/27/2021,Female,0
0-9,0,0,0,0,3/28/2021,Female,0
0-9,0,0,0,0,3/29/2021,Female,0
0-9,0,0,0,0,3/30/2021,Female,0
0-9,0,0,0,0,3/31/2021,Female,0
0-9,0,0,0,0,4/1/2021,Female,0
0-9,0,0,0,0,4/2/2021,Female,0
0-9,0,0,0,0,4/3/2021,Female,0
0-9,0,0,0,0,4/4/2021,Female,0
0-9,0,0,0,0,4/5/2021,Female,0
0-9,0,0,0,0,4/6/2021,Female,0
0-9,0,0,0,0,4/7/2021,Female,0
0-9,0,0,0,0,4/8/2021,Female,0
0-9,0,0,0,0,4/9/2021,Female,0
0-9,0,0,0,0,4/10/2021,Female,0
0-9,0,0,0,0,4/11/2021,Female,0
0-9,0,0,0,0,4/12/2021,Female,0
0-9,0,0,0,0,4/13/2021,Female,0
0-9,0,1,1,,4/14/2021,Female,1
0-9,0,1,,,4/15/2021,Female,
0-9,0,1,,,4/16/2021,Female,
0-9,0,1,,,4/17/2021,Female,
0-9,0,1,,,4/18/2021,Female,
0-9,0,1,,,4/19/2021,Female,
0-9,0,1,,,4/20/2021,Female,
0-9,0,1,,,4/21/2021,Female,
0-9,0,1,,,4/22/2021,Female,
0-9,0,1,,,4/23/2021,Female,
0-9,0,1,,,4/24/2021,Female,
0-9,0,1,,,4/25/2021,Female,
0-9,0,1,,,4/26/2021,Female,
0-9,0,,,1,4/27/2021,Female,
0-9,0,0,0,0,4/28/2021,Female,0
0-9,0,0,0,0,4/29/2021,Female,0
0-9,0,0,0,0,4/30/2021,Female,0
0-9,0,0,0,0,5/1/2021,Female,0
0-9,0,0,0,0,5/2/2021,Female,0
0-9,0,0,0,0,5/3/2021,Female,0
0-9,0,0,0,0,5/4/2021,Female,0
0-9,0,1,1,,5/5/2021,Female,1
0-9,0,1,,,5/6/2021,Female,
0-9,0,1,,,5/7/2021,Female,
0-9,0,1,,,5/8/2021,Female,
0-9,0,1,,,5/9/2021,Female,
0-9,0,2,1,,5/10/2021,Female,1
0-9,0,2,,,5/11/2021,Female,
0-9,0,2,,,5/12/2021,Female,
0-9,0,2,,,5/13/2021,Female,
0-9,0,2,,,5/14/2021,Female,
0-9,0,2,,,5/15/2021,Female,
0-9,0,2,,,5/16/2021,Female,
0-9,0,2,,,5/17/2021,Female,
0-9,0,2,,,5/18/2021,Female,
0-9,0,2,,,5/19/2021,Female,
0-9,0,2,,,5/20/2021,Female,
0-9,0,1,,1,5/21/2021,Female,
0-9,0,,,1,5/22/2021,Female,
0-9,0,0,0,0,5/23/2021,Female,0
0-9,0,0,0,0,5/24/2021,Female,0
0-9,0,0,0,0,5/25/2021,Female,0
0-9,0,0,0,0,5/26/2021,Female,0
0-9,0,0,0,0,5/27/2021,Female,0
0-9,0,0,0,0,5/28/2021,Female,0
0-9,0,0,0,0,5/29/2021,Female,0
0-9,0,0,0,0,5/30/2021,Female,0
0-9,0,0,0,0,5/31/2021,Female,0
0-9,0,0,0,0,6/1/2021,Female,0
0-9,0,0,0,0,6/2/2021,Female,0
0-9,0,0,0,0,6/3/2021,Female,0
0-9,0,0,0,0,6/4/2021,Female,0
0-9,0,2,2,,6/5/2021,Female,2
0-9,0,2,,,6/6/2021,Female,
0-9,0,2,,,6/7/2021,Female,
0-9,0,2,,,6/8/2021,Female,
0-9,0,2,,,6/9/2021,Female,
0-9,0,2,,,6/10/2021,Female,
0-9,0,3,1,,6/11/2021,Female,1
0-9,0,3,,,6/12/2021,Female,
0-9,0,3,,,6/13/2021,Female,
0-9,0,1,,2,6/14/2021,Female,
0-9,0,1,,,6/15/2021,Female,
0-9,0,1,,,6/16/2021,Female,
0-9,0,1,,,6/17/2021,Female,
0-9,0,1,,,6/18/2021,Female,
0-9,0,1,,,6/19/2021,Female,
0-9,0,1,,,6/20/2021,Female,
0-9,0,1,,,6/21/2021,Female,
0-9,0,1,,,6/22/2021,Female,
0-9,0,1,,,6/23/2021,Female,
0-9,0,1,,,6/24/2021,Female,
0-9,0,1,,,6/25/2021,Female,
0-9,0,,,1,6/26/2021,Female,
0-9,0,0,0,0,6/27/2021,Female,0
0-9,0,0,0,0,6/28/2021,Female,0
0-9,0,0,0,0,6/29/2021,Female,0
0-9,0,0,0,0,6/30/2021,Female,0
0-9,0,1,1,,7/1/2021,Female,1
0-9,0,1,,,7/2/2021,Female,
0-9,0,1,,,7/3/2021,Female,
0-9,0,1,,,7/4/2021,Female,
0-9,0,2,1,,7/5/2021,Female,1
0-9,0,2,,,7/6/2021,Female,
