agegroup,Sex,Cases,Cases_Female,Active_Cases,Cases_Male,Daily_Recovered,Date
90+,Female,0,0,0,0,0,1/25/2020
90+,Male,0,0,0,0,0,1/25/2020
90+,Female,0,0,0,0,0,1/26/2020
90+,Male,0,0,0,0,0,1/26/2020
90+,Female,0,0,0,0,0,1/27/2020
90+,Male,0,0,0,0,0,1/27/2020
90+,Female,0,0,0,0,0,1/28/2020
90+,Male,0,0,0,0,0,1/28/2020
90+,Female,0,0,0,0,0,1/29/2020
90+,Male,0,0,0,0,0,1/29/2020
90+,Female,0,0,0,0,0,1/30/2020
90+,Male,0,0,0,0,0,1/30/2020
90+,Female,0,0,0,0,0,1/31/2020
90+,Male,0,0,0,0,0,1/31/2020
90+,Female,0,0,0,0,0,2/1/2020
90+,Male,0,0,0,0,0,2/1/2020
90+,Female,0,0,0,0,0,2/2/2020
90+,Male,0,0,0,0,0,2/2/2020
90+,Female,0,0,0,0,0,2/3/2020
90+,Male,0,0,0,0,0,2/3/2020
90+,Female,0,0,0,0,0,2/4/2020
90+,Male,0,0,0,0,0,2/4/2020
90+,Female,0,0,0,0,0,2/5/2020
90+,Male,0,0,0,0,0,2/5/2020
90+,Female,0,0,0,0,0,2/6/2020
90+,Male,0,0,0,0,0,2/6/2020
90+,Female,0,0,0,0,0,2/7/2020
90+,Male,0,0,0,0,0,2/7/2020
90+,Female,0,0,0,0,0,2/8/2020
90+,Male,0,0,0,0,0,2/8/2020
90+,Female,0,0,0,0,0,2/9/2020
90+,Male,0,0,0,0,0,2/9/2020
90+,Female,0,0,0,0,0,2/10/2020
90+,Male,0,0,0,0,0,2/10/2020
90+,Female,0,0,0,0,0,2/11/2020
90+,Male,0,0,0,0,0,2/11/2020
90+,Female,0,0,0,0,0,2/12/2020
90+,Male,0,0,0,0,0,2/12/2020
90+,Female,0,0,0,0,0,2/13/2020
90+,Male,0,0,0,0,0,2/13/2020
90+,Female,0,0,0,0,0,2/14/2020
90+,Male,0,0,0,0,0,2/14/2020
90+,Female,0,0,0,0,0,2/15/2020
90+,Male,0,0,0,0,0,2/15/2020
90+,Female,0,0,0,0,0,2/16/2020
90+,Male,0,0,0,0,0,2/16/2020
90+,Female,0,0,0,0,0,2/17/2020
90+,Male,0,0,0,0,0,2/17/2020
90+,Female,0,0,0,0,0,2/18/2020
90+,Male,0,0,0,0,0,2/18/2020
90+,Female,0,0,0,0,0,2/19/2020
90+,Male,0,0,0,0,0,2/19/2020
90+,Female,0,0,0,0,0,2/20/2020
90+,Male,0,0,0,0,0,2/20/2020
90+,Female,0,0,0,0,0,2/21/2020
90+,Male,0,0,0,0,0,2/21/2020
90+,Female,0,0,0,0,0,2/22/2020
90+,Male,0,0,0,0,0,2/22/2020
90+,Female,0,0,0,0,0,2/23/2020
90+,Male,0,0,0,0,0,2/23/2020
90+,Female,0,0,0,0,0,2/24/2020
90+,Male,0,0,0,0,0,2/24/2020
90+,Female,0,0,0,0,0,2/25/2020
90+,Male,0,0,0,0,0,2/25/2020
90+,Female,0,0,0,0,0,2/26/2020
90+,Male,0,0,0,0,0,2/26/2020
90+,Female,0,0,0,0,0,2/27/2020
90+,Female,0,0,0,0,0,2/28/2020
90+,Female,0,0,0,0,0,2/29/2020
90+,Female,0,0,0,0,0,3/1/2020
90+,Female,0,0,0,0,0,3/2/2020
90+,Female,0,0,0,0,0,3/3/2020
90+,Female,0,0,0,0,0,3/4/2020
90+,Female,0,0,0,0,0,3/5/2020
90+,Female,0,0,0,0,0,3/6/2020
90+,Female,0,0,0,0,0,3/7/2020
90+,Female,0,0,0,0,0,3/8/2020
90+,Female,0,0,0,0,0,3/9/2020
90+,Female,0,0,0,0,0,3/10/2020
90+,Female,0,0,0,0,0,3/11/2020
90+,Female,0,0,0,0,0,3/12/2020
90+,Female,0,0,0,0,0,3/13/2020
90+,Female,0,0,0,0,0,3/14/2020
90+,Female,0,0,0,0,0,3/15/2020
90+,Female,0,0,0,0,0,3/16/2020
90+,Female,0,0,0,0,0,3/17/2020
90+,Female,0,0,0,0,0,3/18/2020
90+,Female,0,0,0,0,0,3/19/2020
90+,Female,0,0,0,0,0,3/20/2020
90+,Female,0,0,0,0,0,3/21/2020
90+,Female,0,0,0,0,0,3/22/2020
90+,Female,0,0,0,0,0,3/23/2020
90+,Female,0,0,0,0,0,3/24/2020
90+,Female,0,0,0,0,0,3/25/2020
90+,Female,0,0,0,0,0,3/26/2020
90+,Female,0,0,0,0,0,3/27/2020
90+,Female,0,0,0,0,0,3/28/2020
90+,Female,0,0,0,0,0,3/29/2020
90+,Female,0,0,0,0,0,3/30/2020
90+,Female,1,1,1,0,,3/31/2020
90+,Female,,,1,0,,4/1/2020
90+,Female,,,1,0,,4/2/2020
90+,Female,,,1,0,,4/3/2020
90+,Female,,,1,0,,4/4/2020
90+,Female,,,1,0,,4/5/2020
90+,Female,,,1,0,,4/6/2020
90+,Female,1,1,2,0,,4/7/2020
90+,Female,,,2,0,,4/8/2020
90+,Female,,,2,0,,4/9/2020
90+,Female,,,1,0,1,4/10/2020
90+,Female,,,1,0,,4/11/2020
90+,Female,,,1,0,,4/12/2020
90+,Female,,,1,0,,4/13/2020
90+,Female,,,1,0,,4/14/2020
90+,Female,,,,0,1,4/15/2020
90+,Female,0,0,0,0,0,4/16/2020
90+,Female,0,0,0,0,0,4/17/2020
90+,Female,0,0,0,0,0,4/18/2020
90+,Female,0,0,0,0,0,4/19/2020
90+,Female,0,0,0,0,0,4/20/2020
90+,Female,0,0,0,0,0,4/21/2020
90+,Female,0,0,0,0,0,4/22/2020
90+,Female,0,0,0,0,0,4/23/2020
90+,Female,0,0,0,0,0,4/24/2020
90+,Female,0,0,0,0,0,4/25/2020
90+,Female,0,0,0,0,0,4/26/2020
90+,Female,1,1,1,0,,4/27/2020
90+,Female,,,1,0,,4/28/2020
90+,Female,2,2,3,0,,4/29/2020
90+,Female,,,3,0,,4/30/2020
90+,Female,,,3,0,,5/1/2020
90+,Female,,,3,0,,5/2/2020
90+,Female,,,3,0,,5/3/2020
90+,Female,,,3,0,,5/4/2020
90+,Female,,,3,0,,5/5/2020
90+,Female,,,3,0,,5/6/2020
90+,Female,,,3,0,,5/7/2020
90+,Female,,,3,0,,5/8/2020
90+,Female,,,3,0,,5/9/2020
90+,Female,,,3,0,,5/10/2020
90+,Female,,,3,0,,5/11/2020
90+,Female,,,3,0,,5/12/2020
90+,Female,,,3,0,,5/13/2020
90+,Female,,,2,0,1,5/14/2020
90+,Female,,,1,0,1,5/15/2020
90+,Female,,,1,0,,5/16/2020
90+,Female,,,1,0,,5/17/2020
90+,Female,,,1,0,,5/18/2020
90+,Female,,,1,0,,5/19/2020
90+,Female,,,1,0,,5/20/2020
90+,Female,,,1,0,,5/21/2020
90+,Female,,,1,0,,5/22/2020
90+,Female,,,1,0,,5/23/2020
90+,Female,,,1,0,,5/24/2020
90+,Female,,,1,0,,5/25/2020
90+,Female,,,1,0,,5/26/2020
90+,Female,,,1,0,,5/27/2020
90+,Female,,,1,0,,5/28/2020
90+,Female,,,1,0,,5/29/2020
90+,Female,,,1,0,,5/30/2020
90+,Female,,,1,0,,5/31/2020
90+,Female,,,1,0,,6/1/2020
90+,Female,,,,0,1,6/2/2020
90+,Female,0,0,0,0,0,6/3/2020
90+,Female,0,0,0,0,0,6/4/2020
90+,Female,0,0,0,0,0,6/5/2020
90+,Female,0,0,0,0,0,6/6/2020
90+,Female,1,1,1,0,,6/7/2020
90+,Female,,,1,0,,6/8/2020
90+,Female,,,1,0,,6/9/2020
90+,Female,,,1,0,,6/10/2020
90+,Female,,,1,0,,6/11/2020
90+,Female,,,1,0,,6/12/2020
90+,Female,,,1,0,,6/13/2020
90+,Female,,,,0,1,6/14/2020
90+,Female,0,0,0,0,0,6/15/2020
90+,Female,0,0,0,0,0,6/16/2020
90+,Female,0,0,0,0,0,6/17/2020
90+,Female,0,0,0,0,0,6/18/2020
90+,Female,0,0,0,0,0,6/19/2020
90+,Female,0,0,0,0,0,6/20/2020
90+,Female,0,0,0,0,0,6/21/2020
90+,Female,0,0,0,0,0,6/22/2020
90+,Female,0,0,0,0,0,6/23/2020
90+,Female,0,0,0,0,0,6/24/2020
90+,Female,0,0,0,0,0,6/25/2020
90+,Female,0,0,0,0,0,6/26/2020
90+,Female,0,0,0,0,0,6/27/2020
90+,Female,0,0,0,0,0,6/28/2020
90+,Female,0,0,0,0,0,6/29/2020
90+,Female,0,0,0,0,0,6/30/2020
90+,Female,0,0,0,0,0,7/1/2020
90+,Female,1,1,1,0,,7/2/2020
90+,Female,,,1,0,,7/3/2020
90+,Female,,,1,0,,7/4/2020
90+,Female,,,1,0,,7/5/2020
90+,Female,1,1,3,0,,7/6/2020
90+,Female,,,3,0,,7/7/2020
90+,Female,,,2,0,,7/8/2020
90+,Female,1,1,3,0,,7/9/2020
90+,Female,1,1,4,0,,7/10/2020
90+,Female,,,4,0,,7/11/2020
90+,Female,3,3,8,0,,7/12/2020
90+,Female,7,7,16,0,,7/13/2020
90+,Female,3,3,18,0,,7/14/2020
90+,Female,2,2,21,0,,7/15/2020
90+,Female,8,8,30,0,,7/16/2020
90+,Female,2,2,29,0,,7/17/2020
90+,Female,1,1,29,0,,7/18/2020
90+,Female,6,6,37,0,,7/19/2020
90+,Female,17,17,56,0,1,7/20/2020
90+,Female,9,9,62,0,,7/21/2020
90+,Female,6,6,66,0,,7/22/2020
90+,Female,9,9,78,0,,7/23/2020
90+,Female,7,7,81,0,,7/24/2020
90+,Female,6,6,86,0,,7/25/2020
90+,Female,26,26,114,0,,7/26/2020
90+,Female,8,8,118,0,,7/27/2020
90+,Female,3,3,117,0,,7/28/2020
90+,Female,8,8,121,0,,7/29/2020
90+,Female,12,12,127,0,1,7/30/2020
90+,Female,16,16,144,0,,7/31/2020
90+,Female,20,20,167,0,1,8/1/2020
90+,Female,6,6,159,0,,8/2/2020
90+,Female,25,25,187,0,,8/3/2020
90+,Female,38,38,226,0,1,8/4/2020
90+,Female,14,14,231,0,1,8/5/2020
90+,Female,5,5,226,0,1,8/6/2020
90+,Female,22,22,252,0,1,8/7/2020
90+,Female,22,22,265,0,1,8/8/2020
90+,Female,6,6,264,0,,8/9/2020
90+,Female,19,19,286,0,,8/10/2020
90+,Female,12,12,281,0,8,8/11/2020
90+,Female,8,8,285,0,2,8/12/2020
90+,Female,10,10,286,0,1,8/13/2020
90+,Female,5,5,288,0,1,8/14/2020
90+,Female,11,11,300,0,2,8/15/2020
90+,Female,10,10,301,0,,8/16/2020
90+,Female,5,5,294,0,8,8/17/2020
90+,Female,10,10,303,0,,8/18/2020
90+,Female,21,21,316,0,2,8/19/2020
90+,Female,4,4,309,0,5,8/20/2020
90+,Female,2,2,294,0,10,8/21/2020
90+,Female,13,13,302,0,4,8/22/2020
90+,Female,3,3,294,0,7,8/23/2020
90+,Female,6,6,278,0,16,8/24/2020
90+,Female,3,3,276,0,5,8/25/2020
90+,Female,1,1,264,0,5,8/26/2020
90+,Female,4,4,257,0,12,8/27/2020
90+,Female,4,4,245,0,11,8/28/2020
90+,Female,3,3,227,0,15,8/29/2020
90+,Female,1,1,214,0,8,8/30/2020
90+,Female,5,5,218,0,,8/31/2020
90+,Female,3,3,216,0,3,9/1/2020
90+,Female,6,6,210,0,14,9/2/2020
90+,Female,1,1,200,0,7,9/3/2020
90+,Female,,,184,0,10,9/4/2020
90+,Female,2,2,173,0,11,9/5/2020
90+,Female,2,2,170,0,3,9/6/2020
90+,Female,,,158,0,10,9/7/2020
90+,Female,3,3,155,0,7,9/8/2020
90+,Female,4,4,142,0,17,9/9/2020
90+,Female,2,2,127,0,15,9/10/2020
90+,Female,,,115,0,7,9/11/2020
90+,Female,1,1,103,0,12,9/12/2020
90+,Female,2,2,103,0,,9/13/2020
90+,Female,4,4,106,0,1,9/14/2020
90+,Female,3,3,105,0,2,9/15/2020
90+,Female,,,101,0,4,9/16/2020
90+,Female,5,5,98,0,7,9/17/2020
90+,Female,1,1,84,0,15,9/18/2020
90+,Female,,,75,0,6,9/19/2020
90+,Female,,,72,0,,9/20/2020
90+,Female,1,1,61,0,8,9/21/2020
90+,Female,,,53,0,9,9/22/2020
90+,Female,,,50,0,3,9/23/2020
90+,Female,,,46,0,2,9/24/2020
90+,Female,,,43,0,2,9/25/2020
90+,Female,,,38,0,5,9/26/2020
90+,Female,,,38,0,1,9/27/2020
90+,Female,,,35,0,2,9/28/2020
90+,Female,,,33,0,,9/29/2020
90+,Female,,,28,0,4,9/30/2020
90+,Female,,,26,0,2,10/1/2020
90+,Female,,,23,0,1,10/2/2020
90+,Female,,,22,0,1,10/3/2020
90+,Female,,,22,0,,10/4/2020
90+,Female,,,18,0,3,10/5/2020
90+,Female,,,18,0,,10/6/2020
90+,Female,,,18,0,,10/7/2020
90+,Female,,,18,0,,10/8/2020
90+,Female,,,18,0,,10/9/2020
90+,Female,,,16,0,1,10/10/2020
90+,Female,,,16,0,,10/11/2020
90+,Female,,,16,0,,10/12/2020
90+,Female,,,16,0,,10/13/2020
90+,Female,,,15,0,,10/14/2020
90+,Female,,,13,0,2,10/15/2020
90+,Female,,,13,0,,10/16/2020
90+,Female,,,13,0,,10/17/2020
90+,Female,,,13,0,,10/18/2020
90+,Female,,,13,0,,10/19/2020
90+,Female,,,12,0,1,10/20/2020
90+,Female,,,12,0,,10/21/2020
90+,Female,,,12,0,,10/22/2020
90+,Female,,,11,0,,10/23/2020
90+,Female,,,11,0,,10/24/2020
90+,Female,,,11,0,,10/25/2020
90+,Female,,,11,0,,10/26/2020
90+,Female,,,10,0,1,10/27/2020
90+,Female,,,10,0,,10/28/2020
90+,Female,,,10,0,,10/29/2020
90+,Female,,,10,0,,10/30/2020
90+,Female,,,10,0,,10/31/2020
90+,Female,,,10,0,,11/1/2020
90+,Female,,,10,0,,11/2/2020
90+,Female,,,10,0,,11/3/2020
90+,Female,,,10,0,,11/4/2020
90+,Female,,,10,0,,11/5/2020
90+,Female,,,10,0,,11/6/2020
90+,Female,,,10,0,,11/7/2020
90+,Female,,,10,0,,11/8/2020
90+,Female,,,10,0,,11/9/2020
90+,Female,,,10,0,,11/10/2020
90+,Female,,,10,0,,11/11/2020
90+,Female,,,10,0,,11/12/2020
90+,Female,,,10,0,,11/13/2020
90+,Female,,,10,0,,11/14/2020
90+,Female,,,10,0,,11/15/2020
90+,Female,,,10,0,,11/16/2020
90+,Female,,,10,0,,11/17/2020
90+,Female,,,10,0,,11/18/2020
90+,Female,,,10,0,,11/19/2020
90+,Female,,,10,0,,11/20/2020
90+,Female,,,10,0,,11/21/2020
90+,Female,,,10,0,,11/22/2020
90+,Female,,,9,0,1,11/23/2020
90+,Female,,,9,0,,11/24/2020
90+,Female,,,9,0,,11/25/2020
90+,Female,,,9,0,,11/26/2020
90+,Female,,,9,0,,11/27/2020
90+,Female,,,9,0,,11/28/2020
90+,Female,,,9,0,,11/29/2020
90+,Female,,,9,0,,11/30/2020
90+,Female,,,9,0,,12/1/2020
90+,Female,,,9,0,,12/2/2020
90+,Female,,,9,0,,12/3/2020
90+,Female,,,9,0,,12/4/2020
90+,Female,,,9,0,,12/5/2020
90+,Female,,,9,0,,12/6/2020
90+,Female,,,9,0,,12/7/2020
90+,Female,,,9,0,,12/8/2020
90+,Female,,,9,0,,12/9/2020
90+,Female,,,8,0,1,12/10/2020
90+,Female,,,8,0,,12/11/2020
90+,Female,,,8,0,,12/12/2020
90+,Female,,,8,0,,12/13/2020
90+,Female,,,8,0,,12/14/2020
90+,Female,,,8,0,,12/15/2020
90+,Female,,,8,0,,12/16/2020
90+,Female,,,8,0,,12/17/2020
90+,Female,,,8,0,,12/18/2020
90+,Female,,,8,0,,12/19/2020
90+,Female,,,8,0,,12/20/2020
90+,Female,,,8,0,,12/21/2020
90+,Female,,,8,0,,12/22/2020
90+,Female,,,8,0,,12/23/2020
90+,Female,,,8,0,,12/24/2020
90+,Female,,,8,0,,12/25/2020
90+,Female,,,8,0,,12/26/2020
90+,Female,,,8,0,,12/27/2020
90+,Female,,,8,0,,12/28/2020
90+,Female,,,8,0,,12/29/2020
90+,Female,,,8,0,,12/30/2020
90+,Female,,,8,0,,12/31/2020
90+,Female,,,8,0,,1/1/2021
90+,Female,,,8,0,,1/2/2021
90+,Female,,,8,0,,1/3/2021
90+,Female,,,8,0,,1/4/2021
90+,Female,,,8,0,,1/5/2021
90+,Female,,,8,0,,1/6/2021
90+,Female,,,8,0,,1/7/2021
90+,Female,,,8,0,,1/8/2021
90+,Female,,,8,0,,1/9/2021
90+,Female,,,8,0,,1/10/2021
90+,Female,,,8,0,,1/11/2021
90+,Female,,,8,0,,1/12/2021
90+,Female,,,8,0,,1/13/2021
90+,Female,,,8,0,,1/14/2021
90+,Female,,,8,0,,1/15/2021
90+,Female,,,8,0,,1/16/2021
90+,Female,,,8,0,,1/17/2021
90+,Female,,,8,0,,1/18/2021
90+,Female,,,8,0,,1/19/2021
90+,Female,,,8,0,,1/20/2021
90+,Female,,,8,0,,1/21/2021
90+,Female,,,8,0,,1/22/2021
90+,Female,,,8,0,,1/23/2021
90+,Female,,,8,0,,1/24/2021
90+,Female,,,8,0,,1/25/2021
90+,Female,,,8,0,,1/26/2021
90+,Female,,,8,0,,1/27/2021
90+,Female,,,8,0,,1/28/2021
90+,Female,,,8,0,,1/29/2021
90+,Female,,,7,0,,1/30/2021
90+,Female,,,4,0,,1/31/2021
90+,Female,,,4,0,,2/1/2021
90+,Female,,,4,0,,2/2/2021
90+,Female,,,4,0,,2/3/2021
90+,Female,,,4,0,,2/4/2021
90+,Female,,,4,0,,2/5/2021
90+,Female,,,4,0,,2/6/2021
90+,Female,,,4,0,,2/7/2021
90+,Female,,,4,0,,2/8/2021
90+,Female,,,4,0,,2/9/2021
90+,Female,,,4,0,,2/10/2021
90+,Female,,,4,0,,2/11/2021
90+,Female,,,4,0,,2/12/2021
90+,Female,,,4,0,,2/13/2021
90+,Female,,,4,0,,2/14/2021
90+,Female,,,4,0,,2/15/2021
90+,Female,,,4,0,,2/16/2021
90+,Female,,,4,0,,2/17/2021
90+,Female,,,4,0,,2/18/2021
90+,Female,,,4,0,,2/19/2021
90+,Female,,,4,0,,2/20/2021
90+,Female,,,4,0,,2/21/2021
90+,Female,,,4,0,,2/22/2021
90+,Female,,,4,0,,2/23/2021
90+,Female,,,4,0,,2/24/2021
90+,Female,,,4,0,,2/25/2021
90+,Female,,,4,0,,2/26/2021
90+,Female,,,4,0,,2/27/2021
90+,Female,,,4,0,,2/28/2021
90+,Female,,,4,0,,3/1/2021
90+,Female,,,4,0,,3/2/2021
90+,Female,,,4,0,,3/3/2021
90+,Female,,,4,0,,3/4/2021
90+,Female,,,4,0,,3/5/2021
90+,Female,,,4,0,,3/6/2021
90+,Female,,,4,0,,3/7/2021
90+,Female,,,4,0,,3/8/2021
90+,Female,,,4,0,,3/9/2021
90+,Female,,,4,0,,3/10/2021
90+,Female,,,4,0,,3/11/2021
90+,Female,,,4,0,,3/12/2021
90+,Female,,,4,0,,3/13/2021
90+,Female,,,4,0,,3/14/2021
90+,Female,,,4,0,,3/15/2021
90+,Female,,,4,0,,3/16/2021
90+,Female,,,4,0,,3/17/2021
90+,Female,,,4,0,,3/18/2021
90+,Female,,,4,0,,3/19/2021
90+,Female,,,4,0,,3/20/2021
90+,Female,,,4,0,,3/21/2021
90+,Female,,,4,0,,3/22/2021
90+,Female,,,4,0,,3/23/2021
90+,Female,,,4,0,,3/24/2021
90+,Female,,,4,0,,3/25/2021
90+,Female,,,4,0,,3/26/2021
90+,Female,,,4,0,,3/27/2021
90+,Female,,,4,0,,3/28/2021
90+,Female,,,4,0,,3/29/2021
90+,Female,,,4,0,,3/30/2021
90+,Female,,,4,0,,3/31/2021
90+,Female,,,4,0,,4/1/2021
90+,Female,,,4,0,,4/2/2021
90+,Female,,,4,0,,4/3/2021
90+,Female,,,4,0,,4/4/2021
90+,Female,,,4,0,,4/5/2021
90+,Female,,,4,0,,4/6/2021
90+,Female,,,4,0,,4/7/2021
90+,Female,,,4,0,,4/8/2021
90+,Female,,,4,0,,4/9/2021
90+,Female,,,4,0,,4/10/2021
90+,Female,,,4,0,,4/11/2021
90+,Female,,,4,0,,4/12/2021
90+,Female,,,4,0,,4/13/2021
90+,Female,,,4,0,,4/14/2021
90+,Female,,,4,0,,4/15/2021
90+,Female,,,4,0,,4/16/2021
90+,Female,,,4,0,,4/17/2021
90+,Female,,,4,0,,4/18/2021
90+,Female,,,4,0,,4/19/2021
90+,Female,,,4,0,,4/20/2021
90+,Female,,,4,0,,4/21/2021
90+,Female,,,4,0,,4/22/2021
90+,Female,,,4,0,,4/23/2021
90+,Female,,,4,0,,4/24/2021
90+,Female,,,4,0,,4/25/2021
90+,Female,,,4,0,,4/26/2021
90+,Female,,,4,0,,4/27/2021
90+,Female,,,4,0,,4/28/2021
90+,Female,,,4,0,,4/29/2021
90+,Female,,,4,0,,4/30/2021
90+,Female,,,4,0,,5/1/2021
90+,Female,,,4,0,,5/2/2021
90+,Female,,,4,0,,5/3/2021
90+,Female,,,4,0,,5/4/2021
90+,Female,,,4,0,,5/5/2021
90+,Female,,,4,0,,5/6/2021
90+,Female,,,4,0,,5/7/2021
90+,Female,,,4,0,,5/8/2021
90+,Female,,,4,0,,5/9/2021
90+,Female,,,4,0,,5/10/2021
90+,Female,,,4,0,,5/11/2021
90+,Female,,,4,0,,5/12/2021
90+,Female,,,4,0,,5/13/2021
90+,Female,,,4,0,,5/14/2021
90+,Female,,,4,0,,5/15/2021
90+,Female,,,4,0,,5/16/2021
90+,Female,,,4,0,,5/17/2021
90+,Female,,,4,0,,5/18/2021
90+,Female,,,4,0,,5/19/2021
90+,Female,,,4,0,,5/20/2021
90+,Female,,,4,0,,5/21/2021
90+,Female,,,4,0,,5/22/2021
90+,Female,,,4,0,,5/23/2021
90+,Female,,,4,0,,5/24/2021
90+,Female,,,4,0,,5/25/2021
90+,Female,,,4,0,,5/26/2021
90+,Female,,,4,0,,5/27/2021
90+,Female,,,4,0,,5/28/2021
90+,Female,,,4,0,,5/29/2021
90+,Female,1,1,5,0,,5/30/2021
90+,Female,,,5,0,,5/31/2021
90+,Female,,,5,0,,6/1/2021
90+,Female,,,5,0,,6/2/2021
90+,Female,,,5,0,,6/3/2021
90+,Female,,,5,0,,6/4/2021
90+,Female,,,5,0,,6/5/2021
90+,Female,,,5,0,,6/6/2021
